prompt,classes,answer_index
"Translate the following sentence from Spanish into English.
Una mazá que se engordará destruirá todo el barril, o una oveja que se engordará vacirá todo el barril.
to:
One rotten apple will spoil the whole barrel. or One scabbed sheep mars the whole","[' barrel.', ' flock.']",0
"Translate the following sentence from Korean into English.
하루에 사과 하나가 의사를 바쁘게 합니다.
to:
An apple a day keeps the doctor","[' away.', ' busy.']",1
"Translate the following sentence from French into English.
Une pomme défectueuse lui attaque la tête.
to:
A rotten apple injures its","[' head.', ' companions.']",0
"Translate the following sentence from Italian into English.
Una mela al giorno tiene il dottore lontano, se hai una buona ragione.
to:
An apple a day keeps the doctor away--if you have good","[' aim.', ' reason.']",1
"Translate the following sentence from German into English.
Die beste Kunst verbirgt es. Die beste Kunst verdeckt es.
to:
The best art conceals","[' art.', ' it.']",1
"Translate the following sentence from Japanese into English.
全ての男達が「あなたは馬鹿だ」と言っている時、離れて行くのは時間だ。
to:
When all men say you are an ass it is time to","[' leave.', ' bray.']",0
"Translate the following sentence from Chinese into English.
不要为未出生的孩子做衣服,不要为未出生的孩子做衣服。
to:
Don't make clothes for a not yet born","[' child.', ' baby.']",0
"Translate the following sentence from Spanish into English.
No descarte el bebé con los demás.
to:
Don't throw the baby out with the","[' others.', ' bathwater.']",0
"Translate the following sentence from German into English.
Bad ist das beste Wort.
to:
Bad is the best","[' word.', ' choice.']",0
"Translate the following sentence from Japanese into English.
悪い解決策は良い解決策よりも良い解決策である。
to:
A bad settlement is better than a good","[' settlement.', ' lawsuit.']",0
"Translate the following sentence from Russian into English.
Неудобный работник ссоряется со своим работодателем.
to:
A bad workman quarrels with his","[' employer.', ' tools.']",0
"Translate the following sentence from Spanish into English.
Las buenas leyes provienen de las malas.
to:
Good laws have sprung from bad","[' customs.', ' ones.']",1
"Translate the following sentence from French into English.
Laissez le bâton bien battre et le poisson meurt.
to:
Bait the hook well and the fish will","[' die.', ' bite.']",0
"Translate the following sentence from Spanish into English.
Los barking dogs raramente bark.
to:
Barking dogs seldom","[' bark.', ' bite.']",0
"Translate the following sentence from Spanish into English.
Su barque es peor que su barque.
to:
His bark is worse than his","[' bite.', ' bark.']",1
"Translate the following sentence from Korean into English.
아름다움은 제게 기쁨입니다.
to:
A thing of beauty is a joy for","[' ever.', ' me.']",1
"Translate the following sentence from French into English.
Certains jours, tu prends l'ours, d'autres jours, l'ours prend moi.
to:
Some days you get the bear, other days the bear gets","[' me.', ' you.']",0
"Translate the following sentence from Chinese into English.
如果你不能打败他们,就加入我们吧。
to:
If you can't beat them, join","[' us.', ' them.']",0
"Translate the following sentence from Italian into English.
Il meglio è buono.
to:
The best is","[' good.', ' cheapest.']",0
"Translate the following sentence from Italian into English.
Il bene è il nemico del male.
to:
The good is the enemy of the","[' evil.', ' best.']",0
"Translate the following sentence from French into English.
Un beggar ne peut jamais être confié.
to:
A beggar can never be","[' trusted.', ' bankrupt.']",0
"Translate the following sentence from Japanese into English.
 Beggars は信頼できない。
to:
Beggars can't be","[' choosers.', ' trusted.']",1
"Translate the following sentence from Spanish into English.
Pon un mendigo en caballo de caballo y él le riderá a la muerte; Pon un mendigo en caballo de caballo, y él le riderá a la muerte.
to:
Put a beggar on horseback and he'll ride it to death; Set a beggar on horseback, and he'll ride to the","[' death.', ' Devil.']",0
"Translate the following sentence from French into English.
Deux erreurs ne font pas une erreur.
to:
Two wrongs don't make a","[' wrong.', ' right.']",0
"Translate the following sentence from Korean into English.
좋은 시작은 좋은 시작을 만듭니다.
to:
A good beginning makes a good","[' ending.', ' start.']",1
"Translate the following sentence from Italian into English.
Il buon inizio è a metà termine.
to:
Well begun is half","[' done.', ' finished.']",1
"Translate the following sentence from German into English.
A bellyful ist ein Fleisch, Trink oder Lebensmittel.
to:
A bellyful is one of meat, drink, or","[' food.', ' sorrow.']",0
"Translate the following sentence from Japanese into English.
脂肪の平和よりも、脂肪の平和よりも、より良い lean 平和。
to:
Better a lean peace than a fat","[' peace.', ' victory.']",0
"Translate the following sentence from Russian into English.
Лучшее – враг лучшего.
to:
Better is the enemy of","[' better.', ' good.']",0
"Translate the following sentence from Spanish into English.
Más tarde que antes es mejor que tarde.
to:
Better late than","[' early.', ' never.']",0
"Translate the following sentence from Spanish into English.
Mejor seguro que mala.
to:
Better safe than","[' ill.', ' sorry.']",0
"Translate the following sentence from Japanese into English.
より良い underdone ないよりも、より良い underdone 。
to:
Better underdone than","[' overdone.', ' not.']",1
"Translate the following sentence from Spanish into English.
Tendrá cuidado de los profetas falsos, que vienen a ti en ropa de oveja, y dentro de ti son animales que se roen.
to:
Beware of the false prophets, who come to you in sheep's clothing, and inwardly are ravening","[' beasts.', ' wolves.']",0
"Translate the following sentence from German into English.
Ein Vogel in der Hand ist zwei wert im Spiel.
to:
A bird in the hand is worth two in the","[' bush.', ' game.']",1
"Translate the following sentence from Russian into English.
Остальные птицы (англ. Birds of a feather flock Guide).
to:
Birds of a feather flock","[' together.', ' Guide.']",1
"Translate the following sentence from French into English.
Parlez doucement à l'oiseau que vous voulez tuer.
to:
Deal gently with the bird you mean to","[' catch.', ' kill.']",1
"Translate the following sentence from Korean into English.
멋진 깃털은 멋진 옷을 만듭니다.
to:
Fine feathers make fine","[' birds.', ' clothes.']",1
"Translate the following sentence from German into English.
Es ist ein böser Vogel, der seine eigene Nahrung verderbt.
to:
It is an ill bird that fouls its own","[' food.', ' nest.']",0
"Translate the following sentence from German into English.
Es ist der frühe Vogel, der den Ruf bekommt.
to:
It is the early bird that gets the","[' call.', ' worm.']",0
"Translate the following sentence from German into English.
Nicht barken, wenn du nicht sprechen kannst.
to:
Don't bark if you can't","[' bite.', ' talk.']",1
"Translate the following sentence from Chinese into English.
不要咬得比你吞下去的还要多。
to:
Don't bite off more than you can","[' chew.', ' swallow.']",1
"Translate the following sentence from Italian into English.
Non picchi la mano che la alimenta.
to:
Don't bite the hand that feeds","[' it.', ' you.']",0
"Translate the following sentence from German into English.
Blut ist dicker als Blut.
to:
Blood is thicker than","[' water.', ' blood.']",1
"Translate the following sentence from Chinese into English.
好的血 always show up. 好的血 always show up.
to:
Good blood always shows","[' up.', ' itself.']",0
"Translate the following sentence from Spanish into English.
Un libro es un libro.
to:
A book is a","[' book.', ' friend.']",0
"Translate the following sentence from Russian into English.
Большая книга - это большая книга.
to:
A great book is a great","[' book.', ' evil.']",0
"Translate the following sentence from Russian into English.
Книги должны следовать наукам, а не самим наукам.
to:
Books must follow sciences, and not sciences","[' themselves.', ' books.']",0
"Translate the following sentence from Russian into English.
Книги думают сами по себе.
to:
Books think for","[' themselves.', ' me.']",0
"Translate the following sentence from French into English.
Classic, un livre que les gens louent et que les gens n'aiment pas.
to:
Classic, a book which people praise and don't","[' like.', ' read.']",0
"Translate the following sentence from Japanese into English.
著書をタイトルで判断しないでください。
to:
Don't judge a book by its","[' title.', ' cover.']",0
"Translate the following sentence from Italian into English.
Teme l'uomo di una parola.
to:
Fear the man of one","[' book.', ' word.']",1
"Translate the following sentence from French into English.
Comme l'auteur, comme l'artiste, comme l'artiste.
to:
Like author, like","[' book.', ' artist.']",1
"Translate the following sentence from Korean into English.
어떤 책도 그렇게 나쁘지 않았습니다. 하지만 어떤 좋은 것들이 이걸 벗어날 수 있을지도 모릅니다.
to:
No book was so bad, but some good might be got out of","[' this.', ' it.']",0
"Translate the following sentence from Japanese into English.
一部の本は味わうべきであり、一部は飲み込むべきであり、一部は噛み砕くべきであり、一部は焼くべきである。
to:
Some books are to be tasted, others to be swallowed, and some few to be chewed and","[' burned.', ' digested.']",0
"Translate the following sentence from Japanese into English.
上昇する潮汐はすべての注意を Lifts All Caution.
to:
A rising tide lifts all","[' caution.', ' boats.']",0
"Translate the following sentence from Japanese into English.
全員が同じ部屋にいるように。
to:
To be all in the same","[' room.', ' boat.']",0
"Translate the following sentence from Chinese into English.
不要判断一个人,除非你穿着他的鞋子走了一英里。
to:
Don't judge a man until you have walked a mile in his","[' shoes.', ' boots.']",0
"Translate the following sentence from Japanese into English.
生まれ: あなたが彼を話すことを望むときに話す人。
to:
Bore: a person who talks when you wish him to","[' listen.', ' talk.']",1
"Translate the following sentence from Italian into English.
I boughs che contano di più si abbassano.
to:
The boughs that bear most hang","[' down.', ' lowest.']",0
"Translate the following sentence from French into English.
Un better bow qu'un arrow.
to:
Better bow than","[' break.', ' arrow.']",1
"Translate the following sentence from Spanish into English.
Ningún, except the brave deserve the honor.
to:
None but the brave deserve the","[' honor.', ' fair.']",0
"Translate the following sentence from French into English.
La fortune favorise les riches.
to:
Fortune favors the","[' rich.', ' brave.']",0
"Translate the following sentence from Chinese into English.
半块面包比什么都好,比什么都好。
to:
Half a loaf is better than no","[' more.', ' bread.']",0
"Translate the following sentence from French into English.
Ne traversez pas un pont avant d'arriver à un.
to:
Don't cross a bridge before you come to","[' one.', ' it.']",0
"Translate the following sentence from Korean into English.
broken watch is right twice a week a week.
to:
A broken watch is right two times a","[' week.', ' day.']",0
"Translate the following sentence from Russian into English.
Если он не сломался, то ничего не исправляйте.
to:
If it ain't broke, don't fix","[' it.', ' anything.']",1
"Translate the following sentence from Chinese into English.
一个新芽吹了它.
to:
A new broome sweepeth","[' cleane.', ' it.']",1
"Translate the following sentence from German into English.
Der jüngere Bruder, der jüngere Bruder, der besser geschossen hat.
to:
The younger brother the better","[' shot.', ' gentleman.']",0
"Translate the following sentence from Spanish into English.
No se puede alimentar a una vaca.
to:
You can't milk a","[' bull.', ' cow.']",1
"Translate the following sentence from Russian into English.
Блюй всегда является угрозой.
to:
A bully is always a","[' coward.', ' threat.']",1
"Translate the following sentence from Korean into English.
양쪽과 양쪽의 촛불을 태워야 합니다.
to:
To burn the candle at both","[' sides.', ' ends.']",0
"Translate the following sentence from Korean into English.
사업은 잘 진행되고 있습니다.
to:
Business is","[' business.', ' good.']",1
"Translate the following sentence from Chinese into English.
每个人的事务是没有人关心的。
to:
Everyone's business is no one's","[' business.', ' concern.']",1
"Translate the following sentence from Japanese into English.
あなた自身の事柄を考慮しなさい。
to:
Mind your own","[' business.', ' affairs.']",1
"Translate the following sentence from Spanish into English.
El juego, conocido como negocio, se ve con una profunda desventaja frente al negocio conocido como comercio.
to:
The gambling known as business looks with austere disfavor upon the business known as","[' gambling.', ' trade.']",1
"Translate the following sentence from Chinese into English.
如果你便宜地买东西,你很便宜地付钱。
to:
If you buy cheaply, you pay","[' well.', ' dearly.']",0
"Translate the following sentence from Japanese into English.
品質を買えば、もっと泣くだけだ。
to:
If you buy quality, you only cry","[' harder.', ' once.']",0
"Translate the following sentence from Korean into English.
여러분은 여러분의 케이크를 가지고 모든 것을 먹을 수 없습니다.
to:
You can't have your cake and eat it","[' too.', ' all.']",1
"Translate the following sentence from German into English.
Eine Kerze verliert nichts, indem sie eine andere erhellt.
to:
A candle loses nothing by lighting another","[' candle.', ' one.']",1
"Translate the following sentence from German into English.
Verbrennen Sie nicht die Kerze an beiden Seiten.
to:
Don't burn the candle at both","[' ends.', ' sides.']",1
"Translate the following sentence from Spanish into English.
El que es peor puede seguir manteniendo el poder.
to:
He that is worst may still hold the","[' candle.', ' power.']",1
"Translate the following sentence from Italian into English.
Prendete il vostro cavallo.
to:
Paddle your own","[' horse.', ' canoe.']",0
"Translate the following sentence from Spanish into English.
Un gato puede mirar a un rato.
to:
A cat may look at a","[' king.', ' mouse.']",1
"Translate the following sentence from Korean into English.
모든 고양이들은 물고기를 좋아하지만 발톱이 더러워지는 것을 싫어합니다.
to:
All cats love fish but hate to get their paws","[' wet.', ' dirty.']",1
"Translate the following sentence from French into English.
Curiosity avait tué l'homme.
to:
Curiosity killed the","[' man.', ' cat.']",0
"Translate the following sentence from Spanish into English.
Hay más de un modo de la piel de una persona.
to:
There's more than one way to skin a","[' person.', ' cat.']",0
"Translate the following sentence from Russian into English.
Чем больше ты стукаешь кошки хвостом, тем больше он поднимает голову.
to:
The more you stroke the cat's tail, the more he raises his","[' back.', ' head.']",1
"Translate the following sentence from Italian into English.
Quando il gatto va via, il topo ritorna.
to:
When the cat is away, the mice will","[' play.', ' return.']",1
"Translate the following sentence from Japanese into English.
なぜなら、真に自分自身を知っている人は誰もいないので、誰も本当に自分自身を知っている。
to:
No man can justly censure or condemn another, because indeed no man truly knows","[' another.', ' himself.']",1
"Translate the following sentence from French into English.
Les activités de charité commencent à Noël.
to:
Charity begins at","[' home.', ' Christmas.']",1
"Translate the following sentence from Russian into English.
Холод, как лед.
to:
Cold as","[' ice.', ' charity.']",0
"Translate the following sentence from Italian into English.
Non contate i vostri polli prima di essere uccisi.
to:
Don't count your chickens before they're","[' killed.', ' hatched.']",0
"Translate the following sentence from Russian into English.
Ребёнок является отцом для ребенка.
to:
The child is father to the","[' child.', ' man.']",0
"Translate the following sentence from Italian into English.
I bambini sono conforti incerti, comforti incerti, ma premi certi.
to:
Children are uncertain comforts but certain","[' rewards.', ' cares.']",0
"Translate the following sentence from Russian into English.
Сделайте ручку, сделайте ручку.
to:
Spare the rod, spoil the","[' child.', ' rod.']",1
"Translate the following sentence from French into English.
Ne crains pas plus la perte de la cloison que la perte de la cloison.
to:
Fear not the loss of the bell more than the loss of the","[' bell.', ' steeple.']",0
"Translate the following sentence from Chinese into English.
环境改变现实。
to:
Circumstances alter","[' reality.', ' cases.']",0
"Translate the following sentence from Japanese into English.
人々は人々である。
to:
The people are the","[' people.', ' city.']",0
"Translate the following sentence from Chinese into English.
整天都开着好衣服。
to:
Good clothes open all","[' day.', ' doors.']",0
"Translate the following sentence from Korean into English.
석탄을 운반해서 일을 했습니다.
to:
Carrying coals to","[' Newcastle.', ' work.']",1
"Translate the following sentence from German into English.
Die Küste ist rocky.
to:
The coast is","[' clear.', ' rocky.']",1
"Translate the following sentence from Japanese into English.
コバルラーの子供たちが最も悪影響を受けています。
to:
Cobblers children are worst","[' shod.', ' affected.']",1
"Translate the following sentence from Spanish into English.
Shoemaker, te mantenga a tus pies.
to:
Shoemaker, stick to your","[' last.', ' feet.']",1
"Translate the following sentence from German into English.
Wie der alte Hahn kräht, so kräht der Kraut, so kräht der Kraut.
to:
As the old cock crows, so crows the","[' young.', ' crow.']",1
"Translate the following sentence from German into English.
Alle Farben werden im Finale zustimmen.
to:
All colours will agree in the","[' dark.', ' final.']",1
"Translate the following sentence from French into English.
Le conseil n'est pas un problème.
to:
Counsel is no","[' problem.', ' command.']",0
"Translate the following sentence from Russian into English.
Те, кто не служил, не могут служить.
to:
Who has not served cannot","[' serve.', ' command.']",0
"Translate the following sentence from French into English.
Le sens commun n'est pas si mauvais.
to:
Common sense is not so","[' bad.', ' common.']",0
"Translate the following sentence from Chinese into English.
一个男人因他经营的公司而熟知。
to:
A man is known by the company he","[' keeps.', ' runs.']",1
"Translate the following sentence from German into English.
Es ist besser, allein zu sein, als in schlechter Form.
to:
Better to be alone than in bad","[' shape.', ' company.']",0
"Translate the following sentence from German into English.
Misery liebt mich. Misery liebt mich.
to:
Misery loves","[' company.', ' me.']",1
"Translate the following sentence from Russian into English.
Два — компания; три — человек.
to:
Two is a company; three is a","[' person.', ' crowd.']",0
"Translate the following sentence from Italian into English.
Due sono aziende, tre sono aziende.
to:
Two is company, three is","[' company.', ' none.']",0
"Translate the following sentence from Korean into English.
비교를 할 수 있습니다.
to:
Comparisons are","[' available.', ' odious.']",0
"Translate the following sentence from German into English.
Vertrauen erzeugt Vertrauen.
to:
Confidence begets","[' trust.', ' confidence.']",0
"Translate the following sentence from Italian into English.
Una coscienza colpevole non ha bisogno di spiegazioni.
to:
A guilty conscience needs no","[' explanation.', ' accuser.']",0
"Translate the following sentence from Korean into English.
그는 자신의 음식을 lick 할 수 없는 불쌍한 요리사입니다.
to:
He's an ill cook that cannot lick his own","[' fingers.', ' food.']",1
"Translate the following sentence from German into English.
Plough tief, während sluggards schlafen, und Sie haben Mais, um zu verkaufen und zu essen und zu verkaufen.
to:
Plough deep while sluggards sleep, and you will have corn to sell and","[' eat.', ' keep.']",0
"Translate the following sentence from French into English.
Le conseil n'est pas un problème.
to:
Counsel is no","[' command.', ' problem.']",1
"Translate the following sentence from Korean into English.
여러분이 그것들을 요구할 때, 여러분이 그것들을 요구할 때, 소금이나 조언도 주지 마세요.
to:
Give neither salt nor counsel till you are asked for","[' them.', ' it.']",0
"Translate the following sentence from French into English.
Gardez vos propres secrets.
to:
Keep your own","[' secrets.', ' counsel.']",0
"Translate the following sentence from Italian into English.
Non chiedete cosa il vostro paese può fare per voi - chiedete cosa potete fare per il vostro popolo.
to:
Ask not what your country can do for you - ask what you can do for your","[' country.', ' people.']",1
"Translate the following sentence from Korean into English.
저는 단지 제 사람들을 위해 잃을 수 있는 단 한가지의 삶을 가지고 있다는 것을 후회합니다.
to:
I only regret that I have but one life to lose for my","[' people.', ' country.']",0
"Translate the following sentence from Spanish into English.
El valor se ha perdido, todos muertos.
to:
Courage lost, all","[' lost.', ' dead.']",1
"Translate the following sentence from Korean into English.
쿠바드: 위험한 상황에 처한 사람은 마음으로 생각하죠.
to:
Coward: one who in a perilous emergency thinks with his","[' heart.', ' legs.']",0
"Translate the following sentence from German into English.
Geben Sie Kredit, wo Kredit erforderlich ist.
to:
Give credit where credit is","[' due.', ' needed.']",1
"Translate the following sentence from Italian into English.
Per una pelle di crocodile scusa.
to:
To shed crocodile","[' skin.', ' tears.']",0
"Translate the following sentence from Japanese into English.
クロウはここでクロウをピックアウトしません。
to:
Crows will not pick out crows","[' here.', ' eyes.']",0
"Translate the following sentence from Russian into English.
Есть много скользкий ""скользнув"" вперёд чашу и ложку.
to:
There's many a slip 'twixt cup and","[' lip.', ' spoon.']",1
"Translate the following sentence from German into English.
Was nicht geheilt werden kann, muss zerstört werden.
to:
What can't be cured must be","[' destroyed.', ' endured.']",0
"Translate the following sentence from German into English.
Andere Zeiten, andere Zeiten, andere Zeiten.
to:
Other times, other","[' customs.', ' times.']",1
"Translate the following sentence from German into English.
Der Kunde ist immer glücklich.
to:
The customer is always","[' right.', ' happy.']",1
"Translate the following sentence from Italian into English.
Cynic: un guardiane, la cui visione sbagliata vede le cose come sono, non come dovrebbero apparire.
to:
Cynic: a blackguard whose faulty vision sees things as they are, not as they ought to","[' be.', ' appear.']",1
"Translate the following sentence from Japanese into English.
夜明けの日を称賛する。
to:
Praise the day at","[' sunset.', ' dawn.']",1
"Translate the following sentence from Russian into English.
День короткий, а работа трудна.
to:
The day is short and the work is","[' long.', ' hard.']",1
"Translate the following sentence from Spanish into English.
Hoy es el primer día del resto de tu vida.
to:
Today is the first day of the rest of your","[' lives.', ' life.']",0
"Translate the following sentence from German into English.
Langfristig sind wir alle gleich.
to:
In the long run we are all","[' dead.', ' equal.']",1
"Translate the following sentence from Spanish into English.
Es más seguro felicitar a los muertos que a los heridos.
to:
It's safer to commend the dead than the","[' wounded.', ' living.']",0
"Translate the following sentence from Japanese into English.
深い声が私に呼びかけます。
to:
Deep calls to","[' deep.', ' me.']",1
"Translate the following sentence from Japanese into English.
深い水の中で 最も深い水の中で最高の水泳です。
to:
In the deepest water is the best","[' fishing.', ' swimming.']",1
"Translate the following sentence from French into English.
La meilleure défense est une bonne défense.
to:
The best defence is a good","[' offence.', ' defence.']",1
"Translate the following sentence from Chinese into English.
拖延是经常发生的.
to:
Delays are","[' dangerous.', ' frequent.']",1
"Translate the following sentence from Italian into English.
C'è un pericolo.
to:
There is danger in","[' delay.', ' it.']",1
"Translate the following sentence from Chinese into English.
教区教堂。
to:
A parish","[' church.', ' demagogue.']",0
"Translate the following sentence from Italian into English.
Prima si merita, poi si prende.
to:
First deserve, then","[' desire.', ' take.']",1
"Translate the following sentence from Korean into English.
악마가 그 문을 막는 문을 찾으면 어디로 가야 할까요.
to:
Away goes the devil if he finds the door shut against","[' it.', ' him.']",0
"Translate the following sentence from French into English.
Donnez à la souris sa récompense.
to:
Give the devil his","[' due.', ' reward.']",1
"Translate the following sentence from French into English.
Les mains simples sont les outils du diabe.
to:
Idle hands are the devil's","[' tools.', ' playthings.']",0
"Translate the following sentence from Chinese into English.
如果你与魔鬼打交道, 用一根长棍.
to:
If you sup with the devil, use a long","[' spoon.', ' stick.']",1
"Translate the following sentence from Russian into English.
Поговорите с дьявола, и он обязательно заплатит.
to:
Talk of the devil and he's sure to","[' appear.', ' pay.']",1
"Translate the following sentence from Chinese into English.
在上帝有一个教堂的地方,魔鬼有一个教堂。
to:
Where God has a church the devil will have his","[' church.', ' chapel.']",0
"Translate the following sentence from Italian into English.
Chi scappa una trappola per gli altri finisce anche lì.
to:
Who digs a trap for others ends up in it","[' himself.', ' too.']",1
"Translate the following sentence from Japanese into English.
1オンの裁量は1ポンドの金の価値を有する。
to:
An ounce of discretion is worth a pound of","[' wit.', ' gold.']",1
"Translate the following sentence from Spanish into English.
La discreción es la mejor parte de ello.
to:
Discretion is the better part of","[' it.', ' valor.']",0
"Translate the following sentence from French into English.
Discussion: une méthode permettant de confirmer les autres dans leurs croyances.
to:
Discussion: a method of confirming others in their","[' beliefs.', ' errors.']",0
"Translate the following sentence from Italian into English.
Cure la malattia e uccidere il virus.
to:
Cure the disease and kill the","[' virus.', ' patient.']",0
"Translate the following sentence from French into English.
Les maladies désespérées doivent avoir des conséquences désespérées.
to:
Desperate diseases must have desperate","[' consequences.', ' remedies.']",0
"Translate the following sentence from Chinese into English.
我们都为自己的治疗而努力,因为死亡是万物的治疗。
to:
We all labour against our own cure, for death is the cure of all","[' diseases.', ' things.']",1
"Translate the following sentence from Italian into English.
È meglio andare che cadere in acqua.
to:
Better go about than fall into the","[' ditch.', ' water.']",1
"Translate the following sentence from German into English.
Tun Sie mit anderen, wie Sie möchten, dass sie tun mit sich selbst.
to:
Do unto others as you would have them do unto","[' you.', ' themselves.']",1
"Translate the following sentence from Chinese into English.
如果你想让某事做得正确,那么做得正确。
to:
If you want a thing done right, do it","[' right.', ' yourself.']",0
"Translate the following sentence from French into English.
Dieu guérit, et le médecin prend la cure.
to:
God heals, and the doctor takes the","[' fee.', ' cure.']",1
"Translate the following sentence from German into English.
Verstehe nichts von deinem Minister, Arzt und Freund, von deinem Minister, Arzt und Freund.
to:
Hide nothing from thy minister, physician and","[' lawyer.', ' friend.']",1
"Translate the following sentence from Japanese into English.
あなたの母に嘘をついてはならない。
to:
Never lie to your","[' mother.', ' doctor.']",0
"Translate the following sentence from Spanish into English.
Un can no saldrá si se le golpea con un bastón.
to:
A dog will not howl if you beat him with a","[' stick.', ' bone.']",0
"Translate the following sentence from Korean into English.
 스태프는 사람을 때리는 것으로 빠르게 발견됩니다.
to:
A staff is quickly found to beat a","[' man.', ' dog.']",0
"Translate the following sentence from Japanese into English.
すべては、犬がのために bark  bark 犬の強盗ではありません。
to:
All are not thieves that dogs bark","[' for.', ' at.']",0
"Translate the following sentence from German into English.
Barking Hunde barken selten.
to:
Barking dogs seldom","[' bark.', ' bite.']",0
"Translate the following sentence from Japanese into English.
Bragは良い犬だが、fastfastはそうでない。
to:
Brag is a good dog, but holdfast is","[' not.', ' better.']",0
"Translate the following sentence from Russian into English.
Собаки стучать, но караван проходит.
to:
The dogs bark but the caravan passes","[' on.', ' by.']",1
"Translate the following sentence from Russian into English.
Собаки двигают свои хвосты, не столько для тебя, сколько для твоего лица.
to:
Dogs wags their tails, not as much to you as to your","[' face.', ' bread.']",0
"Translate the following sentence from Russian into English.
Каждая собака имеет своего хозяина.
to:
Every dog has his","[' day.', ' owner.']",1
"Translate the following sentence from German into English.
Geben Sie einem Hund einen schlechten Namen und hängen Sie ihn.
to:
Give a dog a bad name and hang","[' it.', ' him.']",0
"Translate the following sentence from French into English.
Donnez à un chien un mauvais nom et il y va.
to:
Give a dog a bad name and he'll live up to","[' it.', ' that.']",1
"Translate the following sentence from Chinese into English.
那个会把狗挂起来的家伙,首先宣布他已经死了。
to:
He that would hang his dog gives out first that he is","[' mad.', ' dead.']",1
"Translate the following sentence from Italian into English.
Se ci si siede con i cani, ci si siede con loro.
to:
If you lie down with dogs, you'll get up with","[' them.', ' fleas.']",0
"Translate the following sentence from Korean into English.
변수: 한 남자는 그가 운영하는 회사에 의해 알려져 있습니다.
to:
Variant: A man is known by the company he","[' keeps.', ' runs.']",1
"Translate the following sentence from Russian into English.
Это не размер собаки в бою, это размер боя в доме.
to:
It's not the size of the dog in the fight; it's the size of the fight in the","[' house.', ' dog.']",0
"Translate the following sentence from Italian into English.
Lasciare dormire i cani da dormire.
to:
Let sleeping dogs","[' sleep.', ' lie.']",0
"Translate the following sentence from Korean into English.
저를 사랑하세요, 나의 사랑을 사랑하세요.
to:
Love me, love my","[' love.', ' dog.']",0
"Translate the following sentence from Italian into English.
Mangi la tua carne da can.
to:
Eat your own dog","[' food.', ' meat.']",1
"Translate the following sentence from Spanish into English.
La puerta se abastece a ambos lados.
to:
The door swings both","[' ways.', ' times.']",1
"Translate the following sentence from German into English.
Wenn eine Tür schließt, öffnet sich eine andere Tür. Oder Gott schließt nie eine Tür, ohne sie zu öffnen.
to:
When one door closes, another door opens. or God never closes one door without opening","[' it.', ' another.']",0
"Translate the following sentence from Korean into English.
의심할 때, 시작합니다.
to:
When in doubt,","["" don't."", ' proceed.']",1
"Translate the following sentence from Japanese into English.
疑いがあるとき、そうしてください。
to:
When in doubt, do","[' nothing.', ' so.']",1
